名字,简介,包名,ID,appid,下载地址,类型
梦幻遮天,策马饮酒江湖行，情缘相伴定终生,com.lt.mhzt.huawei,606d03a0df104cb39394b5e465a48612,C102193343,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/60/606d03a0df104cb39394b5e465a48612/com.lt.mhzt.huawei.2006301153.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=118&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
御剑飞飞,旭旭宝宝倾力推荐《不朽仙侠》玄幻手游,com.yjff.dfhy.huawei,e2935e2a90014944adbff8d52572d8ef,C100644579,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e2/e2935e2a90014944adbff8d52572d8ef/com.yjff.dfhy.huawei.1904291749.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=119&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
封仙传奇,御剑修仙闯三界，只等你来！,com.maoer.fxcq.huawei,45bfe594597c4ca78bb5ed3e00155df7,C101763675,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/45/45bfe594597c4ca78bb5ed3e00155df7/com.maoer.fxcq.huawei.2003271039.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=120&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
焚天仙决,不为天人，誓破天命！,com.ftxj.huawei,1f31faeef5db436286278391ea8d9138,C101329327,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1f/1f31faeef5db436286278391ea8d9138/com.ftxj.huawei.1912301710.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=121&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
十里桃花,全新十里桃花，众仙同聚，称霸六界,slthh5.jqyx.huawei,9459f02d5d27401b9e3761de7b0d35d1,C100953241,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/94/9459f02d5d27401b9e3761de7b0d35d1/slthh5.jqyx.huawei.1910121418.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=122&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
封仙传奇,一款即时战斗ARPG仙侠游戏,com.silang.fxcq.huawei,97ad4ae914b1499c8110e6a910cb01c6,C101701433,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/97/97ad4ae914b1499c8110e6a910cb01c6/com.silang.fxcq.huawei.2003161422.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=123&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
六道轮回,精品国风仙侠游戏巨作,com.yiqiwan.hwtgldlh.huawei,1a0be25a22e442a5a498950ce642853b,C100863583,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1a/1a0be25a22e442a5a498950ce642853b/com.yiqiwan.hwtgldlh.huawei.1911212135.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=124&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
灵武世界,自由交易，助你轻松打怪升级！,com.xl.lwsj.huawei,58c9730c0dca4905921de974c18e1180,C101089481,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/58/58c9730c0dca4905921de974c18e1180/com.xl.lwsj.huawei.1911281032.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=125&extendStr=serviceType%3A20%3Bs%3A1593496689420%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=489f38a4e1e146a8ace0d31e0c36c413&maple=0&distOpEntity=HWSW,仙侠
十里桃花,全新十里桃花，众仙同聚，称霸六界！,shilitaohua.huawei,7e5ec606f6964c69b669d303f3f028e9,C100760477,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/7e/7e5ec606f6964c69b669d303f3f028e9/shilitaohua.huawei.2001171826.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=126&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
全民斩仙2,胡莱游戏斩仙系列六年献礼,com.hoolai.zhj.huawei,52682f1bc5c04497baff95be7aea6ffa,C100226741,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/52/52682f1bc5c04497baff95be7aea6ffa/com.hoolai.zhj.huawei.1912301102.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=127&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
全民仙游记,我命由我不由天，仙魔我说了算！,com.kaopu.qmxyj.huawei,9967b3052938416ab5487ee516e9bfd8,C100898639,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/99/9967b3052938416ab5487ee516e9bfd8/com.kaopu.qmxyj.huawei.1910231014.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=128&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
新大话梦缘,若仙不容我，我必成仙！,com.pj.xdhmy.huawei,9ae63ee38c194043a06ac87b7f15ce0f,C102175719,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/9a/9ae63ee38c194043a06ac87b7f15ce0f/com.pj.xdhmy.huawei.2005091403.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=129&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
侠客外传,Q萌世界真实交互甜萌梦幻手游,com.xkwz.ly.huawei,fd80d9b61d644f479770a59ce0e4fd52,C100919147,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/fd/fd80d9b61d644f479770a59ce0e4fd52/com.xkwz.ly.huawei.1909111031.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=130&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
飞剑四海,跨服畅爽PK，多角色养成仙侠手游，打怪就能爆元宝！,com.yyxx.fjshkyy.huawei,5735dbcbd7b844fc9e49fc847c6a9148,C101153377,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/57/5735dbcbd7b844fc9e49fc847c6a9148/com.yyxx.fjshkyy.huawei.1912201611.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=131&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
仙宫战纪,3D玄幻情缘手游,com.xgzj.pl.huawei,5565908e01404db293051764c5c26477,C100655765,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/55/5565908e01404db293051764c5c26477/com.xgzj.pl.huawei.2001081458.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=132&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
天影奇缘,高爆率强PK手游,com.jd.hwtyqy.huawei,eff21f669bab4893abff0355a460bc37,C100532295,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ef/eff21f669bab4893abff0355a460bc37/com.jd.hwtyqy.huawei.1906031810.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=133&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
雷霆裁决,三尺木剑怀天下，一把裁决定江山！,com.gamewinner.ltcj.huawei,c1c67e627ccf4dcda8907d4a076d9e3b,C100027403,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/c1/c1c67e627ccf4dcda8907d4a076d9e3b/com.gamewinner.ltcj.huawei.2005252001.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=134&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
蜀山战神,蜀山仙界多绮丽，绿肥红瘦应君闯,com.gzdl.sszs.huawei,07004c1d7a6f49da83447a04f3bdfc39,C101169711,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/07/07004c1d7a6f49da83447a04f3bdfc39/com.gzdl.sszs.huawei.2001161025.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=135&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
苍穹之剑,全球首款真3D动作手游,com.linekong.t3.HUAWEI,8180a32b35ed473dac2bc52da0270b0c,C10093787,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/81/8180a32b35ed473dac2bc52da0270b0c/com.linekong.t3.HUAWEI.2004091612.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=136&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
刀剑萌侠,少年不畏江湖难，仙途大道任我行,com.yuanli.snh5.huawei,7314a15cdcaa4d66b3f77e00fead489c,C100705441,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/73/7314a15cdcaa4d66b3f77e00fead489c/com.yuanli.snh5.huawei.1910151432.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=137&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
圣墟,辰东正版授权 逆轮回创世手游,com.gaea.sx.huawei,6f327847ca0e4d119de81830e361e154,C100292205,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/6f/6f327847ca0e4d119de81830e361e154/com.gaea.sx.huawei.1907101843.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=138&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
傲剑仙尊,国风仙侠，唯美情缘。,com.clgame.ajxz.huawei,e570432b39b7456cb62c56fbf8ee7e6a,C101045099,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e5/e570432b39b7456cb62c56fbf8ee7e6a/com.clgame.ajxz.huawei.2003271121.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=139&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
逍遥大侠,2019唯美修仙武侠社交手游,com.game2.xiaoyao.huawei,cb847030cc684983a5b44eb19652255c,C100861239,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/cb/cb847030cc684983a5b44eb19652255c/com.game2.xiaoyao.huawei.1912161818.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=140&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
飞剑四海,巅峰对决，一触即发,com.yyxx.fjsh.huawei,b25d84660f124d73aae7d6e6bcf0c047,C100979849,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b2/b25d84660f124d73aae7d6e6bcf0c047/com.yyxx.fjsh.huawei.1912041003.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=141&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
大侠怼他,激情BOSS，登录送VIP,com.biguo.dxdt.huawei,9502b9a238c645ccbc8dab0d402905cf,C100733049,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/95/9502b9a238c645ccbc8dab0d402905cf/com.biguo.dxdt.huawei.2001222018.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=142&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
大道争锋,愿起一剑杀万劫 无情换作有情天,com.ddzf.ml.huawei,b5b3063f9e504d92a666b655d712c95a,C100650763,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b5/b5b3063f9e504d92a666b655d712c95a/com.ddzf.ml.huawei.1912101357.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=143&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
边缘逐梦,国风仙侠唯美修仙游戏,com.zlxx.byzm.huawei,833107705239468bba977c409517b085,C101592583,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/83/833107705239468bba977c409517b085/com.zlxx.byzm.huawei.2005141144.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=144&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
千年风华,奇遇仙缘梦幻仙灵幻境，修仙问道,com.qiannianfenghua.huawei,b679330da4664e6580df89c5c5d2bc46,C100678779,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b6/b679330da4664e6580df89c5c5d2bc46/com.qiannianfenghua.huawei.2005071105.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=145&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
莽荒纪3DH5,我本微末凡尘 可也心向天空,com.fyhd.mhj3dh5.huawei,f4335229f5d0447abea62dc9711f387f,C100998115,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f4/f4335229f5d0447abea62dc9711f387f/com.fyhd.mhj3dh5.huawei.1910301804.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=146&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
西游记:大话女儿国,老板任性 登录直送VIP5,com.bjlwwx.xyj.huawei,a406269d736f4e79a94e8808f837f1be,C100674751,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a4/a406269d736f4e79a94e8808f837f1be/com.bjlwwx.xyj.huawei.1906241529.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=147&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
大唐剑侠,身临其境，重返仙界，修炼成仙!,com.yd.dtjx.huawei,de93aedacea54649ab8c4c55b0b9fa8f,C100682559,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/de/de93aedacea54649ab8c4c55b0b9fa8f/com.yd.dtjx.huawei.1904251838.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=148&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
神域仙劫,只身立神域，立誓破仙劫,com.junhai.syxj.huawei,0f0ee719c5c84a59a41f9bdeed925daf,C101368741,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/0f/0f0ee719c5c84a59a41f9bdeed925daf/com.junhai.syxj.huawei.2002241033.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=149&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
幻刃录,诸天妖魔  等你来战,com.txz.hrlh5.huawei,0bf840d85cd24cf0be19f1f0c585d43f,C101715301,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/0b/0bf840d85cd24cf0be19f1f0c585d43f/com.txz.hrlh5.huawei.2006241604.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=150&extendStr=serviceType%3A20%3Bs%3A1593496693314%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ab8e63c634c64431a21c80253b855666&maple=0&distOpEntity=HWSW,仙侠
天玄剑道,2019正版【萌系】修仙手游，缔造仙侠世界,com.txjd.huawei,71383b394a9d41ed990484afbbad0fa8,C100877183,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/71/71383b394a9d41ed990484afbbad0fa8/com.txjd.huawei.2005061046.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=151&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
九州无双,2020国风唯美仙侠巨作，全新挂机仙侠修仙手游，3D角色扮演武侠动作游戏,com.huiwan.jzws.huawei,fc7339582f604b95b49ed26e0c815ed4,C102129145,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/fc/fc7339582f604b95b49ed26e0c815ed4/com.huiwan.jzws.huawei.2006221012.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=152&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
剑羽飞仙,商周之变，凤鸣西岐。妖狐祸国，哪吒出世。无数传奇等你见证。,com.shoumeng.jyfx.huawei,67227f10d5354a0a9d962749088dbadb,C100040103,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/67/67227f10d5354a0a9d962749088dbadb/com.shoumeng.jyfx.huawei.2004101638.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=153&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
星云纪,跨越山海只为遇见你,com.xyj.huawei,50bc9ffa76194f0f9418feadcb66f2d1,C100601559,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/50/50bc9ffa76194f0f9418feadcb66f2d1/com.xyj.huawei.1904261423.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=154&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
幻刃录,诸天妖魔  等你来战,com.txz.hrl.huawei,9d5c880fa05a46169f4cc88680c149c4,C101715293,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/9d/9d5c880fa05a46169f4cc88680c149c4/com.txz.hrl.huawei.2003201053.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=155&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
修仙世界,爆裂高清画质的仙侠手游巨作完美来袭！,com.xxsj.sx.huawei,7dbfe4394983491aa5570762366bb8a4,C100100197,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/7d/7dbfe4394983491aa5570762366bb8a4/com.xxsj.sx.huawei.1912261336.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=156&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
齐天记,揭秘不一样的西游,com.shrw.qtj.huawei,ba6948d097b34b1da2853acaac9ecae9,C100295961,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ba/ba6948d097b34b1da2853acaac9ecae9/com.shrw.qtj.huawei.1906171735.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=157&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
